id,location_clean,title_cat_ChatGPT,seniority_level_5,days_online_grouped,job_type,tech_stack
1614,Berlin,Data Engineer,Senior,0-7,Homeoffice,-
1618,Großenlüder,Data Engineer,Senior,8-14,Homeoffice,-
1620,München,Machine Learning Engineer,Senior,8-14,Homeoffice,-
1622,Dresden,Other,Associate/Mid-Level,8-14,Homeoffice,-
1624,München,Other,Senior,0-7,Homeoffice,-
78,Hamburg,Data Scientist,Associate/Mid-Level,29+,-,JavaScript
293,Hamburg,Data Scientist,Entry level,29+,-,JavaScript
1596,Köln,Data Consultant,Associate/Mid-Level,8-14,Homeoffice,-
0,Berlin,Data Scientist,Associate/Mid-Level,15-21,-,SQL
1,Berlin,Data Scientist,Entry level,8-14,-,SQL
4,Frankfurt am Main,Data Scientist,Associate/Mid-Level,15-21,-,SQL
5,Berlin,Other,Associate/Mid-Level,8-14,-,SQL
10,Hamburg,Data Scientist,Entry level,22-28,-,SQL
12,München,Data Scientist,Associate/Mid-Level,15-21,-,SQL
14,Deutschland,Data Scientist,Associate/Mid-Level,29+,Freelance,-
15,München,Data Scientist,Associate/Mid-Level,15-21,-,SQL
17,Berlin,Machine Learning Engineer,Associate/Mid-Level,29+,-,SQL
18,München,Machine Learning Engineer,Associate/Mid-Level,0-7,Freelance,-
22,Berlin,Data Scientist,Associate/Mid-Level,8-14,-,SQL
25,Frankfurt am Main,Data Scientist,Associate/Mid-Level,0-7,-,SQL
27,Heidelberg,AI Engineer,Entry level,29+,-,SQL
31,München,AI Engineer,Entry level,29+,-,SQL
32,Berlin,Data Scientist,Senior,0-7,-,SQL
37,Heilbronn,Machine Learning Engineer,Associate/Mid-Level,29+,-,SQL
38,Schwalbach,Data Scientist,Entry level,15-21,-,SQL
40,Berlin,Machine Learning Engineer,Associate/Mid-Level,0-7,-,SQL
42,Frankfurt am Main,Data Analyst,Associate/Mid-Level,15-21,Freelance,SQL
44,Tübingen,Machine Learning Engineer,Associate/Mid-Level,29+,-,SQL
45,Kronberg,Data Scientist,Entry level,15-21,-,SQL
48,München,Machine Learning Engineer,Associate/Mid-Level,8-14,-,SQL
49,München,Data Scientist,Entry level,0-7,-,SQL
50,Hamburg,Data Scientist,Associate/Mid-Level,0-7,-,SQL
55,Berlin,Data Scientist,Senior,0-7,Freelance,-
56,Düsseldorf,Other,Entry level,0-7,-,SQL
58,Deutschland,Data Scientist,Associate/Mid-Level,29+,Freelance,-
61,Hürth,Data Scientist,Associate/Mid-Level,29+,-,SQL
63,Hamburg,Other,Associate/Mid-Level,15-21,-,SQL
65,Berlin,Data Scientist,Entry level,0-7,-,SQL
67,Düsseldorf,Data Scientist,Entry level,15-21,-,SQL
69,München,Data Scientist,Associate/Mid-Level,0-7,-,SQL
70,Berlin,Data Analyst,Associate/Mid-Level,0-7,-,SQL
74,Berlin,Data Scientist,Senior,0-7,-,SQL
79,Deutschland,Data Analyst,Associate/Mid-Level,0-7,-,SQL
80,München,Data Scientist,Associate/Mid-Level,0-7,-,SQL
84,Berlin,Data Scientist,Associate/Mid-Level,8-14,-,SQL
85,Nordrhein-Westfalen,Data Scientist,Director,15-21,-,SQL
88,Essen,Data Scientist,Associate/Mid-Level,8-14,-,SQL
95,Dresden,Data Scientist,Associate/Mid-Level,15-21,Freelance,-
98,Berlin,Data Analyst,Associate/Mid-Level,0-7,-,SQL
100,Hamburg,AI/ML Specialist,Associate/Mid-Level,22-28,-,SQL
103,Berlin,Other,Associate/Mid-Level,8-14,-,SQL
107,München,Data Analyst,Associate/Mid-Level,0-7,-,SQL
108,Sulzbach,Data Scientist,Associate/Mid-Level,22-28,-,SQL
109,Berlin,Other,Senior,0-7,-,SQL
111,Deutschland,Data Scientist,Associate/Mid-Level,29+,-,SQL
112,Hamburg,AI Engineer,Associate/Mid-Level,8-14,-,SQL
114,Berlin,Data Analyst,Senior,0-7,-,SQL
115,Berlin,Data Analyst,Associate/Mid-Level,8-14,-,SQL
124,Baden-Württemberg,Other,Associate/Mid-Level,0-7,-,SQL
130,Deutschland,Data Analyst,Associate/Mid-Level,8-14,-,SQL
138,Deutschland,Data Scientist,Senior,0-7,-,SQL
139,München,Data Scientist,Associate/Mid-Level,22-28,-,SQL
142,Berlin,Data Analyst,Associate/Mid-Level,8-14,-,SQL
144,Essen,Data Scientist,Associate/Mid-Level,29+,-,SQL
148,Fürth,Data Scientist,Director,0-7,-,SQL
151,Düsseldorf,Data Scientist,Entry level,22-28,-,SQL
152,Berlin,Data Scientist,Associate/Mid-Level,15-21,-,SQL
155,Berlin,Data Scientist,Director,8-14,-,SQL
156,Berlin,Data Scientist,Associate/Mid-Level,15-21,-,SQL
157,Berlin,Data Scientist,Senior,0-7,-,SQL
158,Berlin,Data Analyst,Associate/Mid-Level,8-14,-,SQL
162,München,Data Scientist,Senior,8-14,-,SQL
166,Berlin,Other,Associate/Mid-Level,29+,-,SQL
170,Dorsten,Data Scientist,Associate/Mid-Level,0-7,-,SQL
174,Berlin,Data Analyst,Associate/Mid-Level,29+,-,SQL
176,Berlin,Data Analyst,Associate/Mid-Level,15-21,-,SQL
179,Heidelberg,AI Engineer,Senior,29+,-,SQL
181,Hamburg,Data Scientist,Associate/Mid-Level,15-21,-,SQL
186,München,Other,Entry level,0-7,-,SQL
187,Berlin,Other,Associate/Mid-Level,0-7,-,SQL
192,Deutschland,Data Scientist,Associate/Mid-Level,15-21,-,SQL
193,Berlin,Other,Associate/Mid-Level,15-21,-,SQL
194,Dortmund,AI/ML Specialist,Associate/Mid-Level,8-14,-,SQL
195,Aachen,Data Scientist,Associate/Mid-Level,22-28,-,SQL
201,Deutschland,Machine Learning Engineer,Associate/Mid-Level,15-21,Freelance,-
202,München,Other,Associate/Mid-Level,22-28,-,SQL
206,Deutschland,Machine Learning Engineer,Associate/Mid-Level,29+,-,SQL
207,Grünheide,Data Engineer,Entry level,29+,-,SQL
214,Berlin,Data Scientist,Associate/Mid-Level,8-14,-,SQL
218,Berlin,Business Intelligence (BI),Associate/Mid-Level,29+,-,SQL
220,Fellbach,Data Engineer,Entry level,22-28,-,SQL
223,Berlin,Data Analyst,Associate/Mid-Level,15-21,-,SQL
224,Frankfurt am Main,Data Analyst,Associate/Mid-Level,0-7,-,SQL
227,Hamburg,Data Scientist,Entry level,29+,-,SQL
231,Berlin,Data Analyst,Associate/Mid-Level,8-14,-,SQL
232,Köln,Data Engineer,Associate/Mid-Level,29+,-,SQL
234,Deutschland,Data Scientist,Associate/Mid-Level,15-21,Freelance,-
236,Deutschland,Business Intelligence (BI),Senior,0-7,-,SQL
240,Deutschland,Data Engineer,Entry level,0-7,-,SQL
241,München,Machine Learning Engineer,Associate/Mid-Level,29+,-,SQL
248,München,Data Scientist,Entry level,0-7,-,SQL
252,Berlin,Other,Director,0-7,-,SQL
253,Berlin,Data Scientist,Senior,29+,-,SQL
259,Bielefeld,Other,Entry level,15-21,-,SQL
260,Hamburg,Other,Associate/Mid-Level,15-21,-,SQL
262,Düsseldorf,Data Scientist,Associate/Mid-Level,8-14,-,SQL
269,Berlin,Data Scientist,Director,8-14,-,SQL
270,Bad Homburg,Data Scientist,Entry level,15-21,-,SQL
271,Berlin,Data Engineer,Associate/Mid-Level,0-7,-,SQL
272,München,Other,Entry level,8-14,-,SQL
273,Frankfurt am Main,Data Consultant,Entry level,8-14,-,SQL
274,Frankfurt am Main,Other,Associate/Mid-Level,0-7,Freelance,-
276,München,Data Analyst,Associate/Mid-Level,8-14,-,SQL
277,Hamburg,Data Scientist,Associate/Mid-Level,29+,-,SQL
282,Dortmund,Data Analyst,Associate/Mid-Level,15-21,-,SQL
283,Deutschland,Data Analyst,Senior,29+,-,SQL
288,Berlin,Other,Associate/Mid-Level,0-7,-,SQL
291,Frankfurt am Main,Other,Associate/Mid-Level,29+,-,SQL
295,Berlin,Other,Associate/Mid-Level,29+,-,SQL
296,Berlin,Other,Senior,15-21,-,SQL
301,Düsseldorf,Data Scientist,Associate/Mid-Level,29+,-,SQL
303,Frankfurt am Main,Data Scientist,Senior,15-21,-,SQL
304,Berlin,Data Scientist,Associate/Mid-Level,0-7,-,SQL
307,Berlin,Data Analyst,Associate/Mid-Level,15-21,-,SQL
310,Stuttgart,Data Engineer,Entry level,29+,-,SQL
311,Berlin,Data Scientist,Senior,0-7,-,SQL
315,Lübbecke,Other,Associate/Mid-Level,29+,-,SQL
317,Düsseldorf,Data Scientist,Associate/Mid-Level,15-21,-,SQL
322,München,Data Scientist,Entry level,0-7,-,SQL
325,Deutschland,Other,Director,22-28,-,SQL
330,Berlin,Business Intelligence (BI),Entry level,15-21,-,SQL
334,Deutschland,Other,Associate/Mid-Level,15-21,Freelance,-
338,Frankfurt am Main,Data Analyst,Associate/Mid-Level,8-14,-,SQL
344,München,Data Scientist,Senior,15-21,-,SQL
352,München,Other,Associate/Mid-Level,15-21,-,SQL
353,Düsseldorf,Data Engineer,Associate/Mid-Level,0-7,-,SQL
356,Heidelberg,Data Analyst,Associate/Mid-Level,29+,-,SQL
357,Berlin,Other,Associate/Mid-Level,0-7,-,SQL
358,Frankfurt am Main,Other,Entry level,0-7,-,SQL
361,Deutschland,Machine Learning Engineer,Associate/Mid-Level,15-21,-,SQL
363,München,Data Scientist,Entry level,8-14,-,SQL
365,Berlin,Other,Associate/Mid-Level,22-28,-,SQL
367,Nürnberg,Data Scientist,Senior,15-21,-,SQL
371,Berlin,Data Scientist,Associate/Mid-Level,0-7,-,SQL
375,Frankfurt am Main,Other,Associate/Mid-Level,22-28,-,SQL
376,Berlin,Machine Learning Engineer,Associate/Mid-Level,29+,-,SQL
377,Deutschland,Other,Associate/Mid-Level,15-21,-,SQL
381,Berlin,Data Analyst,Associate/Mid-Level,0-7,-,SQL
383,Berlin,Data Analyst,Associate/Mid-Level,8-14,-,SQL
385,Berlin,Data Analyst,Associate/Mid-Level,0-7,-,SQL
392,München,Data Analyst,Associate/Mid-Level,0-7,Freelance,SQL
393,Salzgitter,Data Analyst,Associate/Mid-Level,0-7,-,SQL
398,Berlin,Data Analyst,Associate/Mid-Level,0-7,-,SQL
405,Verl,Other,Entry level,0-7,-,SQL
406,Weeze,Data Scientist,Associate/Mid-Level,29+,-,SQL
409,Karlsruhe,Other,Entry level,0-7,-,SQL
410,Deutschland,Other,Associate/Mid-Level,8-14,-,SQL
413,Berlin,Other,Associate/Mid-Level,29+,-,SQL
415,München,Other,Entry level,8-14,-,SQL
418,Frankfurt am Main,AI/ML Specialist,Associate/Mid-Level,0-7,Freelance,-
419,Deutschland,Data Scientist,Senior,0-7,-,SQL
425,Dortmund,Data Analyst,Associate/Mid-Level,15-21,-,SQL
430,Neuwied,Data Analyst,Associate/Mid-Level,0-7,-,SQL
432,München,Data Scientist,Associate/Mid-Level,29+,-,SQL
433,Berlin,Data Scientist,Senior,8-14,-,SQL
435,Berlin,Data Analyst,Senior,22-28,-,SQL
436,Berlin,Business Intelligence (BI),Associate/Mid-Level,0-7,-,SQL
437,Hannover,Data Scientist,Associate/Mid-Level,8-14,-,SQL
441,Hamburg,Data Scientist,Senior,0-7,-,SQL
445,Berlin,Business Intelligence (BI),Associate/Mid-Level,8-14,-,SQL
447,München,Other,Entry level,29+,-,SQL
449,Potsdam,Data Engineer,Senior,0-7,-,SQL
456,Deutschland,Other,Associate/Mid-Level,29+,Freelance,SQL
457,Köln,Data Engineer,Associate/Mid-Level,0-7,-,SQL
464,Stuttgart,Data Analyst,Associate/Mid-Level,29+,-,SQL
466,Hamburg,Data Scientist,Senior,29+,-,SQL
467,Berlin,Other,Senior,0-7,-,SQL
469,Berlin,Other,Associate/Mid-Level,0-7,-,SQL
474,Esch,Data Scientist,Associate/Mid-Level,29+,-,SQL
475,Nordrhein-Westfalen,AI Engineer,Associate/Mid-Level,8-14,Freelance,-
476,Berlin,Other,Associate/Mid-Level,8-14,-,SQL
479,Hamburg,Data Engineer,Associate/Mid-Level,0-7,-,SQL
480,Köln,Data Scientist,Entry level,29+,-,SQL
489,Konstanz,Data Analyst,Associate/Mid-Level,29+,-,SQL
491,München,Data Scientist,Entry level,0-7,-,SQL
493,Köln,Data Scientist,Entry level,29+,-,SQL
498,München,Other,Associate/Mid-Level,8-14,-,SQL
500,Berlin,Data Scientist,Senior,15-21,-,SQL
504,Deutschland,Other,Associate/Mid-Level,15-21,-,SQL
505,Berlin,Other,Associate/Mid-Level,29+,-,SQL
506,Mailand,AI/ML Specialist,Associate/Mid-Level,0-7,-,SQL
507,Frankfurt am Main,Data Engineer,Associate/Mid-Level,8-14,-,SQL
512,Stuttgart,Data Engineer,Associate/Mid-Level,0-7,-,SQL
514,Berlin,Data Scientist,Associate/Mid-Level,0-7,-,SQL
515,Berlin,Data Engineer,Entry level,15-21,-,SQL
522,Hamburg,Data Analyst,Associate/Mid-Level,29+,-,SQL
523,Stuttgart,Other,Associate/Mid-Level,8-14,-,SQL
525,Erlangen,Data Scientist,Senior,0-7,-,SQL
526,Münster,Data Analyst,Associate/Mid-Level,29+,-,SQL
527,Köln,Data Engineer,Entry level,8-14,-,SQL
528,Berlin,Other,Entry level,8-14,-,SQL
529,München,Data Engineer,Associate/Mid-Level,15-21,-,SQL
531,München,Data Engineer,Associate/Mid-Level,8-14,-,SQL
532,München,Other,Associate/Mid-Level,8-14,-,SQL
533,Berlin,Data Scientist,Senior,15-21,-,SQL
534,München,Data Engineer,Associate/Mid-Level,15-21,-,SQL
540,München,Data Scientist,Entry level,0-7,-,SQL
546,Berlin,Data Engineer,Associate/Mid-Level,22-28,-,SQL
548,Mainz,Data Engineer,Associate/Mid-Level,8-14,-,SQL
550,Immenstadt,Other,Associate/Mid-Level,29+,-,SQL
551,Heilbronn,Machine Learning Engineer,Senior,29+,-,SQL
552,Hamburg,Data Analyst,Associate/Mid-Level,29+,Freelance,SQL
559,Deutschland,Data Engineer,Associate/Mid-Level,0-7,-,SQL
560,Berlin,Other,Director,29+,-,SQL
561,Bonn,Data Scientist,Senior,22-28,-,SQL
563,Oldenburg,AI Engineer,Entry level,29+,-,SQL
564,Hannover,Business Intelligence (BI),Associate/Mid-Level,0-7,-,SQL
565,Fellbach,Data Analyst,Associate/Mid-Level,22-28,-,SQL
566,Bonn,Data Engineer,Associate/Mid-Level,8-14,-,SQL
568,Potsdam,Data Scientist,Associate/Mid-Level,15-21,Freelance,SQL
569,Hamburg,Data Analyst,Associate/Mid-Level,15-21,-,SQL
570,Deutschland,Machine Learning Engineer,Director,0-7,Freelance,SQL
574,Braunschweig,Business Intelligence (BI),Associate/Mid-Level,29+,-,SQL
575,Köln,Data Engineer,Entry level,0-7,-,SQL
576,Mannheim,Data Scientist,Director,0-7,-,SQL
581,Gütersloh,Data Engineer,Entry level,29+,-,SQL
587,Berlin,Data Scientist,Senior,8-14,-,SQL
591,München,Other,Entry level,8-14,-,SQL
592,München,Other,Associate/Mid-Level,29+,-,SQL
593,Berlin,AI/ML Specialist,Associate/Mid-Level,29+,-,SQL
600,München,Data Analyst,Associate/Mid-Level,8-14,-,SQL
602,München,Data Scientist,Associate/Mid-Level,8-14,-,SQL
603,Berlin,Other,Associate/Mid-Level,8-14,-,SQL
605,Stuttgart,Data Scientist,Entry level,22-28,-,SQL
606,Hamburg,Data Scientist,Associate/Mid-Level,15-21,-,SQL
608,Stuttgart,Data Engineer,Entry level,22-28,-,SQL
612,Frankfurt am Main,Data Scientist,Associate/Mid-Level,8-14,-,SQL
614,Garching,Data Scientist,Senior,29+,-,SQL
617,Berlin,Data Scientist,Associate/Mid-Level,8-14,-,SQL
618,Essen,Data Analyst,Associate/Mid-Level,29+,-,SQL
620,Köln,Business Intelligence (BI),Entry level,29+,-,SQL
624,Oldenburg,Data Engineer,Entry level,29+,-,SQL
626,Deutschland,Machine Learning Engineer,Associate/Mid-Level,0-7,-,SQL
627,München,Data Scientist,Associate/Mid-Level,15-21,-,SQL
629,Hannover,Data Scientist,Associate/Mid-Level,0-7,-,SQL
630,Karlsruhe,Data Analyst,Associate/Mid-Level,22-28,-,SQL
633,Gerlingen,Business Intelligence (BI),Entry level,0-7,-,SQL
636,Hamburg,Data Analyst,Associate/Mid-Level,8-14,-,SQL
637,Berlin,Data Scientist,Director,29+,-,SQL
639,Grünheide,Other,Associate/Mid-Level,0-7,-,SQL
643,Frankfurt am Main,Other,Entry level,0-7,-,SQL
644,München,Other,Associate/Mid-Level,29+,-,SQL
645,München,Business Intelligence (BI),Associate/Mid-Level,22-28,-,SQL
650,Berlin,Data Scientist,Associate/Mid-Level,15-21,-,SQL
652,Verl,Other,Entry level,0-7,-,SQL
653,Berlin,Machine Learning Engineer,Associate/Mid-Level,0-7,-,SQL
655,Köln,Data Scientist,Associate/Mid-Level,8-14,-,SQL
656,Ulm,Data Scientist,Entry level,22-28,-,SQL
660,Köln,Business Intelligence (BI),Associate/Mid-Level,15-21,-,SQL
663,Gerlingen,Business Intelligence (BI),Entry level,0-7,-,SQL
664,Frankfurt am Main,Data Scientist,Associate/Mid-Level,15-21,-,SQL
665,Berlin,Data Scientist,Associate/Mid-Level,0-7,-,SQL
667,Frankfurt am Main,Other,Associate/Mid-Level,0-7,Freelance,-
669,Berlin,Other,Associate/Mid-Level,29+,-,SQL
670,Deutschland,Other,Associate/Mid-Level,0-7,Freelance,-
673,München,Data Engineer,Associate/Mid-Level,29+,-,SQL
675,München,Data Scientist,Associate/Mid-Level,0-7,-,SQL
677,Stuttgart,Data Analyst,Associate/Mid-Level,15-21,-,SQL
679,München,Other,Associate/Mid-Level,15-21,-,SQL
681,Hamburg,Data Engineer,Associate/Mid-Level,29+,-,SQL
683,Sankt Augustin,Data Scientist,Associate/Mid-Level,0-7,-,SQL
684,München,AI/ML Specialist,Entry level,29+,-,SQL
685,Hannover,Business Intelligence (BI),Entry level,29+,-,SQL
687,Freiburg,Data Scientist,Associate/Mid-Level,29+,-,SQL
691,Berlin,Data Scientist,Senior,29+,-,SQL
697,Ebermannstadt,Research Scientist,Associate/Mid-Level,0-7,-,SQL
698,Berlin,Other,Entry level,15-21,-,SQL
699,Ingolstadt,Data Scientist,Associate/Mid-Level,8-14,-,SQL
700,Berlin,Data Scientist,Senior,15-21,-,SQL
701,Berlin,Data Engineer,Associate/Mid-Level,0-7,-,SQL
702,Berlin,Other,Associate/Mid-Level,29+,-,SQL
703,München,Business Intelligence (BI),Entry level,0-7,-,SQL
708,München,Other,Entry level,0-7,-,SQL
710,München,Data Analyst,Associate/Mid-Level,0-7,-,SQL
711,Berlin,Machine Learning Engineer,Entry level,0-7,-,SQL
713,Köln,Data Scientist,Associate/Mid-Level,15-21,-,SQL
714,Deutschland,Business Intelligence (BI),Entry level,29+,-,SQL
718,Stuttgart,Data Scientist,Associate/Mid-Level,29+,-,SQL
719,Gunzenhausen,Other,Associate/Mid-Level,8-14,-,SQL
721,Berlin,Business Intelligence (BI),Entry level,8-14,-,SQL
722,Hamburg,Data Scientist,Associate/Mid-Level,29+,-,SQL
725,Deutschland,Data Scientist,Senior,0-7,-,SQL
728,Deutschland,Data Scientist,Associate/Mid-Level,8-14,-,SQL
733,Berlin,Other,Senior,22-28,-,SQL
734,Stuttgart,Data Scientist,Associate/Mid-Level,8-14,-,SQL
735,München,Data Scientist,Entry level,0-7,-,SQL
737,Düsseldorf,Other,Senior,0-7,-,SQL
739,Hamburg,Data Scientist,Associate/Mid-Level,15-21,-,SQL
740,Hamburg,Data Scientist,Associate/Mid-Level,8-14,-,SQL
741,Frankfurt am Main,Data Engineer,Associate/Mid-Level,29+,-,SQL
742,Stuttgart,Data Engineer,Associate/Mid-Level,15-21,-,SQL
744,Hamburg,Data Engineer,Associate/Mid-Level,29+,-,SQL
749,Bielefeld,Data Analyst,Entry level,15-21,-,SQL
750,Düsseldorf,Data Scientist,Associate/Mid-Level,15-21,-,SQL
751,Berlin,Business Intelligence (BI),Associate/Mid-Level,22-28,-,SQL
754,Berlin,Data Scientist,Associate/Mid-Level,15-21,-,SQL
756,Deutschland,Machine Learning Engineer,Associate/Mid-Level,0-7,-,SQL
758,Berlin,Other,Associate/Mid-Level,29+,-,SQL
759,Berlin,Data Engineer,Associate/Mid-Level,8-14,-,SQL
762,Berlin,AI Engineer,Senior,8-14,-,SQL
763,Stuttgart,Data Engineer,Entry level,0-7,-,SQL
765,München,AI/ML Specialist,Associate/Mid-Level,8-14,-,SQL
767,Köln,Data Engineer,Entry level,0-7,-,SQL
773,Hamburg,Data Analyst,Associate/Mid-Level,0-7,-,SQL
775,München,Other,Entry level,15-21,-,SQL
778,München,Data Scientist,Entry level,29+,-,SQL
780,Berlin,Data Scientist,Senior,29+,-,SQL
783,Köln,Other,Associate/Mid-Level,15-21,-,SQL
787,Würzburg,Data Analyst,Associate/Mid-Level,0-7,-,SQL
791,Berlin,AI/ML Specialist,Senior,22-28,-,SQL
800,Penzberg,Data Scientist,Associate/Mid-Level,N/A,-,SQL
803,Gotha,Data Scientist,Associate/Mid-Level,N/A,-,SQL
806,Hamburg,Data Scientist,Associate/Mid-Level,N/A,-,SQL
811,Hamburg,Data Scientist,Associate/Mid-Level,N/A,-,SQL
812,Königstein im Taunus,Data Scientist,Associate/Mid-Level,N/A,-,SQL
817,Düsseldorf,Data Scientist,Associate/Mid-Level,N/A,-,SQL
827,Wiesbaden,Data Scientist,Associate/Mid-Level,N/A,-,SQL
831,Starnberg,Data Scientist,Associate/Mid-Level,N/A,-,SQL
833,Berlin,Data Scientist,Senior,N/A,-,SQL
835,Coburg,Data Scientist,Associate/Mid-Level,N/A,-,SQL
840,Ilsenburg,Other,Associate/Mid-Level,N/A,-,SQL
842,Saarbrücken,Data Scientist,Associate/Mid-Level,N/A,-,SQL
843,Berlin,Other,Associate/Mid-Level,N/A,-,SQL
851,Hamburg,Data Scientist,Associate/Mid-Level,N/A,-,SQL
858,Siegburg,Data Scientist,Senior,15-21,-,SQL
860,Braunschweig,Data Scientist,Associate/Mid-Level,N/A,-,SQL
865,Karlsruhe,Data Scientist,Associate/Mid-Level,N/A,-,SQL
870,Köln,Data Scientist,Associate/Mid-Level,N/A,-,SQL
871,Rosenberg,Data Scientist,Associate/Mid-Level,0-7,-,SQL
875,Mülheim an der Ruhr,Data Scientist,Associate/Mid-Level,N/A,-,SQL
878,München,Data Scientist,Entry level,0-7,-,SQL
881,München,Data Scientist,Associate/Mid-Level,0-7,-,SQL
883,Erlangen,Data Scientist,Senior,N/A,-,SQL
885,Nürnberg,Data Scientist,Associate/Mid-Level,N/A,-,SQL
886,Aachen,Data Scientist,Associate/Mid-Level,N/A,-,SQL
888,Koblenz,Data Scientist,Entry level,N/A,-,SQL
890,Hamburg,Data Scientist,Senior,N/A,-,SQL
893,Frankfurt am Main,Data Scientist,Entry level,N/A,-,SQL
894,Deutschland,Data Scientist,Associate/Mid-Level,N/A,-,SQL
896,München,Data Scientist,Associate/Mid-Level,N/A,-,SQL
899,Frankfurt am Main,Data Scientist,Senior,0-7,-,SQL
900,Bad Berleburg,Data Scientist,Associate/Mid-Level,N/A,-,SQL
902,Stephanskirchen,Data Engineer,Associate/Mid-Level,N/A,-,SQL
904,Köln,Data Scientist,Senior,N/A,-,SQL
905,Stuttgart,Data Scientist,Senior,0-7,-,SQL
906,München,Data Scientist,Associate/Mid-Level,N/A,-,SQL
908,Hameln,Data Scientist,Associate/Mid-Level,N/A,-,SQL
909,Deutschland,Data Scientist,Senior,N/A,-,SQL
912,Hamburg,Data Scientist,Senior,N/A,-,SQL
913,Düsseldorf,Data Scientist,Senior,15-21,-,SQL
915,Paderborn,Data Scientist,Senior,N/A,-,SQL
916,Erlangen,Data Scientist,Senior,N/A,-,SQL
920,Potsdam,Other,Associate/Mid-Level,N/A,-,SQL
923,Duisburg,Data Scientist,Senior,0-7,-,SQL
927,Bielefeld,Data Analyst,Senior,N/A,-,SQL
932,Hamburg,Data Scientist,Director,N/A,-,SQL
938,Köln,Data Scientist,Associate/Mid-Level,N/A,-,SQL
945,München,Data Analyst,Associate/Mid-Level,N/A,-,SQL
947,München,Data Scientist,Entry level,N/A,-,SQL
951,Wiesbaden,Data Scientist,Associate/Mid-Level,N/A,-,SQL
954,Kirchentellinsfurt,Other,Associate/Mid-Level,N/A,-,SQL
956,Lübeck,Data Engineer,Associate/Mid-Level,N/A,-,SQL
963,Stuttgart,Machine Learning Engineer,Associate/Mid-Level,N/A,-,SQL
966,Bad Homburg vor der Höhe,Data Engineer,Associate/Mid-Level,N/A,-,SQL
976,Potsdam,Other,Associate/Mid-Level,N/A,-,SQL
978,Mülheim an der Ruhr,Data Engineer,Senior,N/A,-,SQL
998,Rust,Business Intelligence (BI),Associate/Mid-Level,8-14,-,SQL
999,Berlin,Data Scientist,Senior,N/A,-,SQL
1003,Koblenz,Data Scientist,Senior,N/A,-,SQL
1007,Hamburg,Data Scientist,Senior,N/A,-,SQL
1021,München,Data Engineer,Associate/Mid-Level,N/A,-,SQL
1024,Berlin,Other,Senior,N/A,-,SQL
1025,München,Machine Learning Engineer,Entry level,N/A,-,SQL
1026,Rust,Business Intelligence (BI),Associate/Mid-Level,N/A,-,SQL
1033,Eschborn,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1039,Trittau,Other,Associate/Mid-Level,N/A,-,SQL
1040,Coesfeld,Data Scientist,Senior,N/A,-,SQL
1048,Berlin,AI Engineer,Associate/Mid-Level,N/A,-,SQL
1049,Berlin,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1053,Bad Nauheim,Other,Associate/Mid-Level,0-7,-,SQL
1062,Frankfurt am Main,Other,Associate/Mid-Level,N/A,-,SQL
1074,Bonn,Machine Learning Engineer,Senior,N/A,-,SQL
1076,Köln,Data Consultant,Senior,N/A,-,SQL
1078,Düsseldorf,Data Consultant,Senior,N/A,-,SQL
1079,Frankfurt am Main,Data Consultant,Senior,N/A,-,SQL
1080,Stuttgart,Data Consultant,Senior,N/A,-,SQL
1081,Mannheim,Data Consultant,Senior,N/A,-,SQL
1082,Hamburg,Data Consultant,Senior,N/A,-,SQL
1083,Hannover,Data Consultant,Senior,N/A,-,SQL
1084,Nürnberg,Data Consultant,Senior,N/A,-,SQL
1085,Berlin,Data Consultant,Senior,N/A,-,SQL
1086,Köln,Data Scientist,Entry level,N/A,-,SQL
1087,Leipzig,Data Consultant,Senior,N/A,-,SQL
1088,München,Data Consultant,Senior,N/A,-,SQL
1094,Sankt Augustin,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1096,Berlin,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1098,München,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1099,Fürth,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1101,Berlin,Data Scientist,Senior,N/A,-,SQL
1104,Berlin,Data Scientist,Senior,N/A,-,SQL
1106,Obertshausen,Data Scientist,Associate/Mid-Level,0-7,-,SQL
1108,Berlin,Data Scientist,Senior,N/A,-,SQL
1109,München,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1111,Dortmund,Data Scientist,Associate/Mid-Level,8-14,-,SQL
1119,Frankfurt am Main,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1120,Stuttgart,Data Scientist,Senior,N/A,-,SQL
1121,Düsseldorf,Data Scientist,Senior,N/A,-,SQL
1130,Dresden,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1133,Deutschland,Data Scientist,Entry level,N/A,-,SQL
1135,Paderborn,Data Scientist,Associate/Mid-Level,N/A,-,SQL
1138,Berlin,Data Scientist,Director,N/A,-,SQL
1141,Berlin,Data Scientist,Senior,N/A,-,SQL
1145,Berlin,Data Scientist,Associate/Mid-Level,22-28,-,SQL
1148,München,Data Scientist,Senior,N/A,-,SQL
1150,Bonn,Data Scientist,Senior,N/A,-,SQL
1157,Mannheim,Data Scientist,Associate/Mid-Level,N/A,-,SQL
